curve code,temperature,growth rate original,growth rate mu,
1061,20,1.188255939,1.188255939,
1061,25,1.298038147,1.298038147,
1061,25,1.40253543,1.40253543,
1061,25,1.374708767,1.374708767,
1061,25,1.325459022,1.325459022,
1061,25,1.470501567,1.470501567,
1061,30,1.241704402,1.241704402,
1061,30,1.377404358,1.377404358,
1061,30,1.102275109,1.102275109,
1061,30,1.286200754,1.286200754,
1061,30,1.549659464,1.549659464,
1061,30,1.528240011,1.528240011,
1061,32.5,0.620415716,0.620415716,
1061,32.5,0.609719256,0.609719256,
1061,32.5,0.576054286,0.576054286,
1061,32.5,0.418497375,0.418497375,
1062,10,0.465544097,0.465544097,
1062,10,0.493987503,0.493987503,
1062,10,0.485358505,0.485358505,
1062,10,0.460587151,0.460587151,
1062,10,0.44388468,0.44388468,
1062,10,0.414142102,0.414142102,
1062,15,0.596634192,0.596634192,
1062,15,0.740308,0.740308,
1062,15,0.662052061,0.662052061,
1062,15,0.620262791,0.620262791,
1062,15,0.715582074,0.715582074,
1062,15,0.628135687,0.628135687,
1062,20,1.101483867,1.101483867,
1062,20,1.081943817,1.081943817,
1062,20,1.136658506,1.136658506,
1062,20,1.17779369,1.17779369,
1062,20,1.140575294,1.140575294,
1062,20,1.200564428,1.200564428,
1062,25,1.398223398,1.398223398,
1062,25,1.362438886,1.362438886,
1062,25,1.17350483,1.17350483,
1062,25,1.174942418,1.174942418,
1062,25,1.049112443,1.049112443,
1062,30,1.394853581,1.394853581,
1062,30,1.337524306,1.337524306,
1062,30,1.385453218,1.385453218,
1062,30,1.237987046,1.237987046,
1062,30,1.351280195,1.351280195,
1062,30,1.391382254,1.391382254,
1062,32.5,0.622674131,0.622674131,
1062,32.5,0.728842735,0.728842735,
1062,32.5,0.348567212,0.348567212,
1062,32.5,0.333405675,0.333405675,
1062,32.5,0.512197205,0.512197205,
1062,32.5,0.767661061,0.767661061,
1063,5,0,0,
1063,5,0,0,
1063,5,0,0,
1063,5,0,0,
1063,10,0.22,0.22,
1063,10,0.22,0.22,
1063,10,0.21,0.21,
1063,10,0.22,0.22,
1063,15,0.55,0.55,
1063,15,0.56,0.56,
1063,15,0.54,0.54,
1063,15,0.56,0.56,
1063,20,0.67,0.67,
1063,20,0.67,0.67,
1063,20,0.7,0.7,
1063,20,0.64,0.64,
1063,25,0.25,0.25,
1063,25,0.25,0.25,
1063,25,0.25,0.25,
1063,25,0.25,0.25,
1064,15,0.234854235,0.234854235,
1064,15,0.289300393,0.289300393,
1064,15,0.227128767,0.227128767,
1064,15,0.224148944,0.224148944,
1064,15,0.230071803,0.230071803,
1064,20,0.371889327,0.371889327,
1064,20,0.312108918,0.312108918,
1064,20,0.334586352,0.334586352,
1064,20,0.316928139,0.316928139,
1064,20,0.325941185,0.325941185,
1064,25,0.358130636,0.358130636,
1064,25,0.351876685,0.351876685,
1064,25,0.326345852,0.326345852,
1064,25,0.357836332,0.357836332,
1064,25,0.381123101,0.381123101,
1064,30,0.218777904,0.218777904,
1064,30,0.261856586,0.261856586,
1064,30,0.188096758,0.188096758,
1064,30,0.188942881,0.188942881,
1064,30,0.216239536,0.216239536,
1064,33,0,0,
1064,33,0,0,
1064,33,0,0,
1064,33,0,0,
1064,33,0,0,
1065,15,0.308871579,0.308871579,
1065,15,0.232242291,0.232242291,
1065,15,0.279367648,0.279367648,
1065,15,0.290919062,0.290919062,
1065,15,0.287129904,0.287129904,
1065,20,0.363501676,0.363501676,
1065,20,0.347646072,0.347646072,
1065,20,0.33462314,0.33462314,
1065,20,0.309423398,0.309423398,
1065,20,0.362876281,0.362876281,
1065,25,0.460621848,0.460621848,
1065,25,0.411693883,0.411693883,
1065,25,0.477470727,0.477470727,
1065,25,0.437739747,0.437739747,
1065,25,0.516318796,0.516318796,
1065,30,0.278043282,0.278043282,
1065,30,0.28183244,0.28183244,
1065,30,0.262481981,0.262481981,
1065,30,0.359896457,0.359896457,
1065,30,0.31707529,0.31707529,
1065,33,0.190377611,0.190377611,
1065,33,0.154766881,0.154766881,
1065,33,0.233014838,0.233014838,
1065,33,0.224663975,0.224663975,
1065,33,0.169482059,0.169482059,
1065,35,0,0,
1065,35,0,0,
1065,35,0,0,
1065,35,0,0,
1065,35,0,0,
1066,15,0.180518442,0.180518442,
1066,15,0.195270407,0.195270407,
1066,15,0.234670296,0.234670296,
1066,15,0.211309951,0.211309951,
1066,15,0.145533107,0.145533107,
1066,20,0.287718511,0.287718511,
1066,20,0.337639751,0.337639751,
1066,20,0.324763971,0.324763971,
1066,20,0.355592268,0.355592268,
1066,20,0.330944345,0.330944345,
1066,25,0.342201456,0.342201456,
1066,25,0.347462132,0.347462132,
1066,25,0.336499325,0.336499325,
1066,25,0.355849783,0.355849783,
1066,25,0.333924169,0.333924169,
1066,30,0.21885148,0.21885148,
1066,30,0.147409292,0.147409292,
1066,30,0.193283858,0.193283858,
1066,30,0.254572573,0.254572573,
1066,30,0.206527518,0.206527518,
1066,33,0.074054132,0.074054132,
1066,33,0.066806907,0.066806907,
1066,33,0.073502312,0.073502312,
1066,33,0.130781141,0.130781141,
1066,33,0.062355565,0.062355565,
1066,35,0,0,
1066,35,0,0,
1066,35,0,0,
1066,35,0,0,
1066,35,0,0,
1067,15,0.273481577,0.273481577,
1067,15,0.268110537,0.268110537,
1067,15,0.287865663,0.287865663,
1067,15,0.290587971,0.290587971,
1067,15,0.28701954,0.28701954,
1067,20,0.336572901,0.336572901,
1067,20,0.346947101,0.346947101,
1067,20,0.291029426,0.291029426,
1067,20,0.275872793,0.275872793,
1067,20,0.303647691,0.303647691,
1067,25,0.417543166,0.417543166,
1067,25,0.381049525,0.381049525,
1067,25,0.379320492,0.379320492,
1067,25,0.421700203,0.421700203,
1067,25,0.421332324,0.421332324,
1067,30,0.406212479,0.406212479,
1067,30,0.283193594,0.283193594,
1067,30,0.291434093,0.291434093,
1067,30,0.294450705,0.294450705,
1067,30,0.368284109,0.368284109,
1067,33,0.129309624,0.129309624,
1067,33,0.08553197,0.08553197,
1067,33,0.064121387,0.064121387,
1067,33,0.065225025,0.065225025,
1067,33,0.108119768,0.108119768,
1067,35,0,0,
1067,35,0,0,
1067,35,0,0,
1067,35,0,0,
1067,35,0,0,
1068,1,0.27,0.27,
1068,1,0.29,0.29,
1068,1,0.28,0.28,
1068,1,0.24,0.24,
1068,1,0.25,0.25,
1068,1,0.25,0.25,
1068,2,0.29,0.29,
1068,2,0.29,0.29,
1068,2,0.29,0.29,
1068,2,0.26,0.26,
1068,2,0.34,0.34,
1068,2,0.24,0.24,
1068,3,0.36,0.36,
1068,3,0.3,0.3,
1068,3,0.29,0.29,
1068,3,0.29,0.29,
1068,3,0.36,0.36,
1068,3,0.25,0.25,
1068,4,0.34,0.34,
1068,4,0.31,0.31,
1068,4,0.3,0.3,
1068,4,0.32,0.32,
1068,4,0.39,0.39,
1068,4,0.22,0.22,
1068,5,0.35,0.35,
1068,5,0.33,0.33,
1068,5,0.37,0.37,
1068,5,0.31,0.31,
1068,5,0.38,0.38,
1068,5,0.26,0.26,
1068,6,0.28,0.28,
1068,6,0.27,0.27,
1068,6,0.32,0.32,
1068,6,0.23,0.23,
1068,6,0.44,0.44,
1068,6,0.16,0.16,
1068,7,0.1,0.1,
1068,7,0.19,0.19,
1068,7,0.02,0.02,
1068,7,0,0,
1068,7,0.06,0.06,
1068,7,0.1,0.1,
1068,8,0,0,
1068,8,0,0,
1068,8,0,0,
1069,16,0,0,
1069,16,0,0,
1069,16,0,0,
1069,16,0,0,
1069,18,0.081,0.081,
1069,18,0.11,0.11,
1069,18,0.089,0.089,
1069,18,0.079,0.079,
1069,20,0.121,0.121,
1069,20,0.14,0.14,
1069,20,0.15,0.15,
1069,20,0.13,0.13,
1069,22,0.19,0.19,
1069,22,0.21,0.21,
1069,22,0.17,0.17,
1069,22,0.16,0.16,
1069,24,0.28,0.28,
1069,24,0.29,0.29,
1069,24,0.3,0.3,
1069,24,0.26,0.26,
1069,26,0.29,0.29,
1069,26,0.3,0.3,
1069,26,0.33,0.33,
1069,26,0.27,0.27,
1069,28,0.28,0.28,
1069,28,0.29,0.29,
1069,28,0.29,0.29,
1069,28,0.31,0.31,
1069,32,0.24,0.24,
1069,32,0.25,0.25,
1069,32,0.26,0.26,
1069,32,0.21,0.21,
1069,35,0,0,
1069,35,0,0,
1069,35,0,0,
1069,35,0,0,
1070,16,0,0,
1070,16,0,0,
1070,16,0,0,
1070,16,0,0,
1070,18,0.052810417,0.052810417,
1070,18,0.068400735,0.068400735,
1070,18,0.056019146,0.056019146,
1070,18,0.055342786,0.055342786,
1070,20,0.124577004,0.124577004,
1070,20,0.145936688,0.145936688,
1070,20,0.119158671,0.119158671,
1070,20,0.123186436,0.123186436,
1070,22,0.1634,0.1634,
1070,22,0.1609,0.1609,
1070,22,0.1955,0.1955,
1070,22,0.1557,0.1557,
1070,24,0.26949825,0.26949825,
1070,24,0.249461964,0.249461964,
1070,24,0.245493641,0.245493641,
1070,24,0.247660719,0.247660719,
1070,28,0.29239741,0.29239741,
1070,28,0.306886099,0.306886099,
1070,28,0.271136267,0.271136267,
1070,28,0.283296825,0.283296825,
1070,30,0.2675,0.2675,
1070,30,0.2155,0.2155,
1070,30,0.294,0.294,
1070,30,0.2554,0.2554,
1070,32,0.198841484,0.198841484,
1070,32,0.180895022,0.180895022,
1070,32,0.170874647,0.170874647,
1070,32,0.120070564,0.120070564,
1070,35,0,0,
1070,35,0,0,
1070,35,0,0,
1070,35,0,0,
1071,16,0,0,
1071,16,0,0,
1071,16,0,0,
1071,16,0,0,
1071,18,0.042,0.042,
1071,18,0.049,0.049,
1071,18,0.045,0.045,
1071,18,0.043,0.043,
1071,20,0.097,0.097,
1071,20,0.1,0.1,
1071,20,0.098,0.098,
1071,20,0.096,0.096,
1071,22,0.14,0.14,
1071,22,0.13,0.13,
1071,22,0.15,0.15,
1071,22,0.12,0.12,
1071,24,0.27,0.27,
1071,24,0.28,0.28,
1071,24,0.24,0.24,
1071,24,0.24,0.24,
1071,26,0.27,0.27,
1071,26,0.26,0.26,
1071,26,0.26,0.26,
1071,26,0.25,0.25,
1071,28,0.23,0.23,
1071,28,0.27,0.27,
1071,28,0.25,0.25,
1071,28,0.23,0.23,
1071,32,0.16,0.16,
1071,32,0.17,0.17,
1071,32,0.18,0.18,
1071,32,0.19,0.19,
1071,35,0,0,
1071,35,0,0,
1071,35,0,0,
1071,35,0,0,
1072,22,0,0,
1072,22,0,0,
1072,22,0,0,
1072,22,0,0,
1072,24,0.2389,0.2389,
1072,24,0.214,0.214,
1072,24,0.2162,0.2162,
1072,24,0.2348,0.2348,
1072,26,0.255,0.255,
1072,26,0.302,0.302,
1072,26,0.2978,0.2978,
1072,26,0.266,0.266,
1072,28,0.351,0.351,
1072,28,0.3277,0.3277,
1072,28,0.3312,0.3312,
1072,28,0.3546,0.3546,
1072,32,0.2847,0.2847,
1072,32,0.3395,0.3395,
1072,32,0.3578,0.3578,
1072,32,0.3045,0.3045,
1072,35,0,0,
1072,35,0,0,
1072,35,0,0,
1072,35,0,0,
1073,22,0,0,
1073,22,0,0,
1073,22,0,0,
1073,22,0,0,
1073,24,0.3554,0.3554,
1073,24,0.3678,0.3678,
1073,24,0.3567,0.3567,
1073,24,0.3489,0.3489,
1073,26,0.495284495,0.495284495,
1073,26,0.46712812,0.46712812,
1073,26,0.488347722,0.488347722,
1073,26,0.4723,0.4723,
1073,28,0.4973,0.4973,
1073,28,0.5258,0.5258,
1073,28,0.5532,0.5532,
1073,28,0.5215,0.5215,
1073,32,0.4532,0.4532,
1073,32,0.4577,0.4577,
1073,32,0.4056,0.4056,
1073,32,0.4838,0.4838,
1073,35,0,0,
1073,35,0,0,
1073,35,0,0,
1073,35,0,0,
1074,22,0,0,
1074,22,0,0,
1074,22,0,0,
1074,22,0,0,
1074,24,0.3354,0.3354,
1074,24,0.3136,0.3136,
1074,24,0.3197,0.3197,
1074,24,0.3484,0.3484,
1074,26,0.484090015,0.484090015,
1074,26,0.464762398,0.464762398,
1074,26,0.494872549,0.494872549,
1074,26,0.4776,0.4776,
1074,28,0.514258769,0.514258769,
1074,28,0.501038284,0.501038284,
1074,28,0.510998372,0.510998372,
1074,28,0.51,0.51,
1074,32,0.4156,0.4156,
1074,32,0.4757,0.4757,
1074,32,0.427,0.427,
1074,32,0.4865,0.4865,
1074,35,0,0,
1074,35,0,0,
1074,35,0,0,
1074,35,0,0,
1075,15,0.218,0.218,
1075,15,0.214,0.214,
1075,15,0.218,0.218,
1075,20,0.451,0.451,
1075,20,0.452,0.452,
1075,20,0.451,0.451,
1075,23,0.465,0.465,
1075,23,0.472,0.472,
1075,23,0.469,0.469,
1075,25,0.629,0.629,
1075,25,0.63,0.63,
1075,25,0.631,0.631,
1075,30,0.624,0.624,
1075,30,0.619,0.619,
1075,30,0.625,0.625,
1076,15,0.107,0.107,
1076,15,0.107,0.107,
1076,15,0.115,0.115,
1076,20,0.418,0.418,
1076,20,0.404,0.404,
1076,20,0.398,0.398,
1076,23,0.463,0.463,
1076,23,0.46,0.46,
1076,23,0.471,0.471,
1076,25,0.491,0.491,
1076,25,0.493,0.493,
1076,25,0.486,0.486,
1076,30,0.775,0.775,
1076,30,0.734,0.734,
1076,30,0.704,0.704,
1076,35,0.7,0.7,
1076,35,0.7,0.7,
1076,35,0.723,0.723,
1077,15,0.065,0.045054567,
1077,20,0.369,0.25577131,
1077,25,0.431,0.298746435,
1077,30,0.357,0.247453543,
1077,35,0.339,0.234976894,
1077,40,0.272,0.188536033,
1078,15,0.011,0.007624619,
1078,20,0.351,0.24329466,
1078,25,0.368,0.255078162,
1078,30,0.337,0.2335906,
1078,35,0.335,0.232204305,
1078,40,0.285,0.197546946,
1079,15,0.252,0.17467309,
1079,20,0.099,0.068621571,
1079,25,0.038,0.026339593,
1079,30,0.118,0.081791367,
1079,35,0.164,0.113676138,
1079,40,0,0,
1080,15,0.019,0.013169796,
1080,20,0.091,0.063076393,
1080,25,0.052,0.036043653,
1080,30,0.087,0.060303805,
1080,35,0,0,
1081,5,0.012,0.012,
1081,10,0.095,0.095,
1081,15,0.109,0.109,
1081,20,0.136,0.136,
1081,25,0.13,0.13,
1082,13,0.099,0.099,
1082,17,0.206,0.206,
1082,21,0.278,0.278,
1082,25,0.303,0.303,
1082,29,0.232,0.232,
1082,33,0.153,0.153,
1083,5,0,0,
1083,10,0.257,0.178138825,
1083,15,0.806,0.558676628,
1083,20,0.893,0.618980432,
1083,25,0,0,
1084,5,0,0,
1084,10,0.094,0.065155835,
1084,15,0.696,0.482430438,
1084,20,0.705,0.488668762,
1084,25,0,0,
1085,10,0,0,
1085,15,0.093,0.064462688,
1085,20,0.794,0.550358861,
1085,25,0.798,0.55313145,
1085,30,0,0,
1086,10,0,0,
1086,15,0.392,0.271713695,
1086,20,0.794,0.550358861,
1086,25,0.798,0.55313145,
1086,30,0,0,
1087,20,0.388,0.268941106,
1087,25,0.686,0.475498966,
1087,30,0.721,0.499759117,
1087,35,0.603,0.41796775,
1088,20,0.291,0.20170583,
1088,25,0.762,0.528178152,
1088,30,0.7,0.485203026,
1088,35,0.568,0.393707599,
1089,20,0,0,
1089,25,0.312,0.21626192,
1089,30,0.381,0.264089076,
1089,35,0.326,0.225965981,
1090,20,0.513,0.355584504,
1090,25,0.877,0.607890077,
1090,30,1.07,0.741667483,
1090,35,0.722,0.500452264,
1091,20,0.29,0.201012682,
1091,25,0.923,0.639774848,
1091,30,1.233,0.854650474,
1091,35,1.111,0.770086518,
1092,20,0.256,0.177445678,
1092,25,0.589,0.408263689,
1092,30,0.797,0.552438303,
1092,35,0.624,0.432523841,
1093,20,0.312,0.21626192,
1093,25,0.492,0.341028413,
1093,30,0.825,0.571846424,
1093,35,0.818,0.566994394,
1094,21,0.36,0.249532985,
1094,24,0.509,0.352811915,
1094,26,0.858,0.594720281,
1094,28,0.914,0.633536523,
1094,30,0.726,0.503224853,
1094,32,0.746,0.517087797,
1094,34,0.53,0.367368006,
1095,21,0.34,0.235670041,
1095,24,0.417,0.289042374,
1095,26,1.042,0.722259362,
1095,28,1.187,0.822765703,
1095,30,0.986,0.68344312,
1095,32,1.046,0.725031951,
1095,34,0.974,0.675125354,
1096,10,0.144,0.331632,
1096,15,0.314,0.723142,
1096,20,0.398,0.916594,
1096,25,0.381,0.877443,
1096,30,0.085,0.195755,
1097,15,0.586,0.586,
1097,20,1,1,
1097,25,0.754,0.754,
1097,30,0.405,0.405,
1098,10,0.203,0.467509,
1098,15,0.224,0.515872,
1098,20,0.277,0.637931,
1098,25,0.39,0.89817,
1098,28,0.394,0.907382,
1098,30,0.392,0.902776,
1098,32,0.362,0.833686,
1099,5,0.019,0.019,
1099,10,0.091,0.091,
1099,15,0.141,0.141,
1099,20,0.13,0.13,
1099,25,0.14,0.14,
1099,30,0.092,0.092,
1099,38,0.058,0.058,
1100,5,0,0,
1100,10,0.081,0.081,
1100,15,0.124,0.124,
1100,20,0.101,0.101,
1100,25,0.112,0.112,
1100,30,0.093,0.093,
1100,38,0.108,0.108,
1101,5,0,0,
1101,10,0.101,0.101,
1101,15,0.162,0.162,
1101,20,0.19,0.19,
1101,25,0.182,0.182,
1101,30,0.093,0.093,
1101,38,0.108,0.108,
1102,5,0.041,0.041,
1102,10,0.071,0.071,
1102,15,0.123,0.123,
1102,20,0.15,0.15,
1102,25,0.162,0.162,
1102,30,0.171,0.171,
1102,38,0.128,0.128,
1103,5,0.099,0.099,
1103,10,0.129,0.129,
1103,15,0.17,0.17,
1103,20,0.088,0.088,
1103,25,0.092,0.092,
1103,30,0,0,
1104,5,0.098,0.098,
1104,10,0.172,0.172,
1104,15,0.172,0.172,
1104,20,0.101,0.101,
1104,25,0.051,0.051,
1104,30,0,0,
1105,5,0.078,0.078,
1105,10,0.149,0.149,
1105,15,0.14,0.14,
1105,20,0.13,0.13,
1105,25,0.111,0.111,
1105,30,0.043,0.043,
1106,5,0.106,0.106,
1106,10,0.16,0.16,
1106,15,0.191,0.191,
1106,20,0.102,0.102,
1106,25,0.092,0.092,
1106,30,0.009,0.009,
1107,5,0.089,0.089,
1107,10,0.171,0.171,
1107,15,0.191,0.191,
1107,20,0.102,0.102,
1107,25,0.071,0.071,
1107,30,0.043,0.043,
1108,5,0.121,0.121,
1108,10,0.171,0.171,
1108,15,0.131,0.131,
1108,20,0.142,0.142,
1108,25,0.14,0.14,
1108,30,0.02,0.02,
1109,5,0.098,0.098,
1109,10,0.149,0.149,
1109,15,0.152,0.152,
1109,20,0.102,0.102,
1109,25,0.152,0.152,
1109,30,0.02,0.02,
1110,5,0.088,0.088,
1110,10,0.182,0.182,
1110,15,0.171,0.171,
1110,20,0.104,0.104,
1110,25,0.092,0.092,
1110,30,0,0,
1111,5,0.111,0.111,
1111,10,0.171,0.171,
1111,15,0.181,0.181,
1111,20,0.141,0.141,
1111,25,0.152,0.152,
1111,30,0,0,
1112,5,0.122,0.122,
1112,10,0.148,0.148,
1112,15,0.181,0.181,
1112,20,0.13,0.13,
1112,25,0.082,0.082,
1112,30,0.02,0.02,
1113,10,0.1,0.1,
1113,15,0.579,0.579,
1113,20,0.668,0.668,
1113,25,0.622,0.622,
1113,28,0.526,0.526,
1114,10,0.287,0.287,
1114,15,0.484,0.484,
1114,20,0.688,0.688,
1114,25,0.74,0.74,
1114,28,0.665,0.665,
1115,10,-0.22,-0.22,
1115,15,0.47,0.47,
1115,20,0.606,0.606,
1115,25,0.368,0.368,
1115,28,0.341,0.341,
1116,10,0.325,0.325,
1116,15,0.618,0.618,
1116,20,0.514,0.514,
1116,25,0.478,0.478,
1116,28,0.471,0.471,
1117,15,0,0,
1117,20,0.44,0.44,
1117,25,1.3,1.3,
1117,30,1.72,1.72,
1117,35,1.41,1.41,
1118,5,0.216,0.216,
1118,10,0.461,0.461,
1118,15,0.484,0.484,
1118,20,0.585,0.585,
1118,25,0.835,0.835,
1118,30,0.36,0.36,
1119,14.5,0.553,0.553,
1119,17.3,0.832,0.832,
1119,19.6,1.145,1.145,
1119,22.7,1.367,1.367,
1119,25.6,1.572,1.572,
1119,29.1,1.613,1.613,
1119,32.4,0.783,0.783,
1119,35.7,-0.196,-0.196,
1120,15,0.662,0.662,
1120,20,0.925,0.925,
1120,25,0.731,0.731,
1120,30,0.501,0.501,
1121,6,0.023,0.023,
1121,20,0,0,
1122,4,0.031,0.031,
1122,6,0.088,0.088,
1122,20,0,0,
1123,4,0.112,0.112,
1123,6,0.2,0.2,
1123,11,0.092,0.092,
1123,13,0.05,0.05,
1123,16,0.038,0.038,
1123,20,0,0,
1124,4,0.088,0.088,
1124,6,0.227,0.227,
1124,11,0.262,0.262,
1124,13,0.292,0.292,
1124,16,0.25,0.25,
1124,20,0,0,
1125,4,0.162,0.162,
1125,4,0.277,0.277,
1125,6,0.3,0.3,
1125,6,0.308,0.308,
1125,11,0.265,0.265,
1125,11,0.354,0.354,
1125,13,0.288,0.288,
1125,13,0.362,0.362,
1125,16,0.319,0.319,
1125,16,0.35,0.35,
1125,20,0,0,
1126,4,0.165,0.165,
1126,6,0.362,0.362,
1126,11,0.435,0.435,
1126,13,0.419,0.419,
1126,16,0.4,0.4,
1126,20,0,0,
1127,4,0.127,0.127,
1127,6,0.408,0.408,
1127,11,0.45,0.45,
1127,13,0.435,0.435,
1127,16,0.412,0.412,
1127,20,0,0,
1128,4,0.123,0.123,
1128,6,0.392,0.392,
1128,11,0.473,0.473,
1128,13,0.458,0.458,
1128,16,0.423,0.423,
1128,20,0,0,
1129,4,0.123,0.123,
1129,6,0.388,0.388,
1129,11,0.45,0.45,
1129,13,0.438,0.438,
1129,16,0.415,0.415,
1129,20,0,0,
1130,4,0.112,0.112,
1130,6,0.338,0.338,
1130,6,0.373,0.373,
1130,11,0.527,0.527,
1130,11,0.446,0.446,
1130,13,0.577,0.577,
1130,13,0.462,0.462,
1130,16,0.596,0.596,
1130,16,0.404,0.404,
1130,20,0,0,
1131,0.6,0.037,0.037,
1131,7,0.119,0.119,
1131,16,0.225,0.225,
1131,21,0.265,0.265,
1131,25,0.258,0.258,
1131,28,0.099,0.099,
1131,32,0.052,0.052,
1131,35,0.011,0.011,
1131,37,0,0,
1132,0.6,0.006,0.006,
1132,7,0.094,0.094,
1132,16,0.145,0.145,
1132,21,0.222,0.222,
1132,25,0.314,0.314,
1132,28,0.057,0.057,
1132,32,0.045,0.045,
1132,35,0.009,0.009,
1132,37,0,0,
1133,0.6,0.001,0.001,
1133,7,0.07,0.07,
1133,16,0.312,0.312,
1133,21,0.509,0.509,
1133,25,0.586,0.586,
1133,28,0.179,0.179,
1133,32,0.079,0.079,
1133,35,0.073,0.073,
1133,37,0.056,0.056,
1134,0.6,0.006,0.006,
1134,7,0.087,0.087,
1134,16,0.338,0.338,
1134,21,0.517,0.517,
1134,25,0.31,0.31,
1134,28,0.276,0.276,
1134,32,0.058,0.058,
1134,35,0.049,0.049,
1134,37,0.006,0.006,
1135,0.6,0.033,0.033,
1135,7,0.084,0.084,
1135,16,0.264,0.264,
1135,21,0.271,0.271,
1135,25,0.458,0.458,
1135,28,0.099,0.099,
1135,32,0.05,0.05,
1135,35,0.049,0.049,
1135,37,0,0,
1136,0.6,0.001,0.001,
1136,7,0.011,0.011,
1136,16,0.169,0.169,
1136,21,0.268,0.268,
1136,25,0.322,0.322,
1136,28,0.329,0.329,
1136,32,0.094,0.094,
1136,35,0.106,0.106,
1136,37,0,0,
1137,6,-0.013,-0.013,
1137,8,0.012,0.012,
1137,10,0.045,0.045,
1137,12,0.064,0.064,
1137,14,0.047,0.047,
1137,19,0.042,0.042,
1137,21,0.024,0.024,
1137,26,0.013,0.013,
1137,28,0.01,0.01,
1138,3,-0.004,-0.004,
1138,5,0.012,0.012,
1138,7,0.041,0.041,
1138,9,0.077,0.077,
1138,11,0.064,0.064,
1138,13,0.049,0.049,
1138,17,0.046,0.046,
1138,20,0.023,0.023,
1138,24,0.02,0.02,
1138,28,0.014,0.014,
,,,,
