keep,file_name,unique,temp,variability,sample_day,replicate,cell_density,start_time,cell_volume,total_biovolume,start.time,time_since_innoc_days,time_since_innoc_hours,rows
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-2-2_summary,27-c-2-2,27,c,2,2,269,2017-06-07T18:09:58Z,669.17,180006.72999999998,2017-06-07T14:46:11Z,0.1415162037037037,3.3963888888888887,116
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-2-3_summary,27-c-3-2,27,c,2,3,377,2017-06-07T18:11:13Z,812.57,306338.89,2017-06-07T14:46:11Z,0.14238425925925927,3.417222222222222,117
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-2-4_summary,27-c-4-2,27,c,2,4,907,2017-06-07T18:12:55Z,999.13,906210.91,2017-06-07T14:46:11Z,0.1435648148148148,3.4455555555555555,118
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-3-1_summary,27-c-1-3,27,c,3,1,430,2017-06-07T18:16:20Z,994.98,427841.4,2017-06-07T14:46:11Z,0.1459375,3.5025,119
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-3-2_summary,27-c-2-3,27,c,3,2,807,2017-06-07T18:17:38Z,962.99,777132.93,2017-06-07T14:46:11Z,0.14684027777777778,3.5241666666666664,120
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-3-3_summary,27-c-3-3,27,c,3,3,592,2017-06-07T15:22:48Z,804.08,476015.36000000004,2017-06-07T14:46:11Z,0.02542824074074074,0.6102777777777778,121
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-3-4_summary,27-c-4-3,27,c,3,4,592,2017-06-07T15:24:21Z,769.9,455780.8,2017-06-07T14:46:11Z,0.026504629629629628,0.6361111111111111,122
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-4-1_summary,27-c-1-4,27,c,4,1,592,2017-06-07T15:25:49Z,806.83,477643.36000000004,2017-06-07T14:46:11Z,0.027523148148148147,0.6605555555555556,123
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-4-2_summary,27-c-2-4,27,c,4,2,699,2017-06-07T15:27:30Z,1018.53,711952.47,2017-06-07T14:46:11Z,0.02869212962962963,0.6886111111111111,124
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-4-3_summary,27-c-3-4,27,c,4,3,645,2017-06-07T15:29:03Z,673.95,434697.75000000006,2017-06-07T14:46:11Z,0.029768518518518517,0.7144444444444444,125
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-4-4_summary,27-c-4-4,27,c,4,4,1667,2017-06-07T15:30:53Z,1008.06,1680436.02,2017-06-07T14:46:11Z,0.031041666666666665,0.745,126
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-5-1_summary,27-c-1-5,27,c,5,1,7853,2017-06-07T15:32:42Z,1643.11,12903342.83,2017-06-07T14:46:11Z,0.032303240740740743,0.7752777777777777,127
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-5-2_summary,27-c-2-5,27,c,5,2,914,2017-06-07T15:35:10Z,864.07,789759.9800000001,2017-06-07T14:46:11Z,0.0340162037037037,0.8163888888888889,128
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-5-3_summary,27-c-3-5,27,c,5,3,1076,2017-06-07T15:36:28Z,974.83,1048917.08,2017-06-07T14:46:11Z,0.03491898148148148,0.8380555555555556,129
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-5-4_summary,27-c-4-5,27,c,5,4,699,2017-06-07T15:37:48Z,761.56,532330.44,2017-06-07T14:46:11Z,0.03584490740740741,0.8602777777777778,130
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-1-2_summary,27-v-2-1,27,v,1,2,807,2017-06-07T16:49:39Z,878.63,709054.41,2017-06-07T14:46:11Z,0.08574074074074074,2.057777777777778,131
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-1-3_summary,27-v-3-1,27,v,1,3,485,2017-06-07T16:51:19Z,864.71,419384.35000000003,2017-06-07T14:46:11Z,0.08689814814814815,2.0855555555555556,132
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-2-1_summary,27-v-1-2,27,v,2,1,1455,2017-06-07T16:57:47Z,1198.87,1744355.8499999999,2017-06-07T14:46:11Z,0.0913888888888889,2.1933333333333334,133
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-2-2_summary,27-v-2-2,27,v,2,2,861,2017-06-07T16:59:44Z,1132.7,975254.7000000001,2017-06-07T14:46:11Z,0.09274305555555555,2.2258333333333336,134
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-2-3_summary,27-v-3-2,27,v,2,3,913,2017-06-07T17:02:02Z,1296.38,1183594.9400000002,2017-06-07T14:46:11Z,0.09434027777777777,2.2641666666666667,135
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-2-4_summary,27-v-4-2,27,v,2,4,698,2017-06-07T17:03:40Z,964.86,673472.28,2017-06-07T14:46:11Z,0.09547453703703704,2.2913888888888887,136
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-3-3_summary,27-v-3-3,27,v,3,3,523,2017-06-07T20:18:04Z,662.1,346278.3,2017-06-07T14:46:11Z,0.23047453703703705,5.5313888888888885,137
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-3-4_summary,27-v-4-3,27,v,3,4,814,2017-06-07T20:19:51Z,783.8,638013.2,2017-06-07T14:46:11Z,0.23171296296296295,5.561111111111111,138
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-4-1_summary,27-v-1-4,27,v,4,1,353,2017-06-07T20:21:27Z,845.53,298472.08999999997,2017-06-07T14:46:11Z,0.23282407407407407,5.587777777777778,139
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-4-2_summary,27-v-2-4,27,v,4,2,575,2017-06-07T20:23:02Z,777.17,446872.75,2017-06-07T14:46:11Z,0.23392361111111112,5.614166666666667,140
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-4-3_summary,27-v-3-4,27,v,4,3,505,2017-06-07T20:24:49Z,735.3,371326.5,2017-06-07T14:46:11Z,0.23516203703703703,5.643888888888889,141
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-4-4_summary,27-v-4-4,27,v,4,4,480,2017-06-07T20:26:25Z,822.4,394752,2017-06-07T14:46:11Z,0.23627314814814815,5.670555555555556,142
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-5-1_summary,27-v-1-5,27,v,5,1,1232,2017-06-07T20:28:17Z,745.16,918037.12,2017-06-07T14:46:11Z,0.23756944444444444,5.701666666666667,143
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-5-2_summary,27-v-2-5,27,v,5,2,600,2017-06-07T20:30:34Z,740.43,444257.99999999994,2017-06-07T14:46:11Z,0.2391550925925926,5.739722222222222,144
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-5-3_summary,27-v-3-5,27,v,5,3,294,2017-06-07T20:32:13Z,554.59,163049.46000000002,2017-06-07T14:46:11Z,0.24030092592592592,5.767222222222222,145
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-5-4_summary,27-v-4-5,27,v,5,4,50,2017-06-07T20:33:50Z,654.1,32705,2017-06-07T14:46:11Z,0.2414236111111111,5.7941666666666665,146
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-1-1_summary,5-c-1-1,5,c,1,1,569,2017-06-07T20:35:26Z,678.74,386203.06,2017-06-07T14:46:11Z,0.24253472222222222,5.820833333333334,147
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-1-2_summary,5-c-2-1,5,c,1,2,136,2017-06-07T20:37:00Z,550.78,74906.08,2017-06-07T14:46:11Z,0.24362268518518518,5.8469444444444445,148
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-1-3_summary,5-c-3-1,5,c,1,3,778,2017-06-07T20:38:41Z,834.93,649575.5399999999,2017-06-07T14:46:11Z,0.24479166666666666,5.875,149
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-1-4_summary,5-c-4-1,5,c,1,4,568,2017-06-07T20:40:17Z,779.93,443000.24,2017-06-07T14:46:11Z,0.24590277777777778,5.901666666666666,150
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-2-1_summary,5-c-1-2,5,c,2,1,247,2017-06-07T20:41:56Z,632.1,156128.7,2017-06-07T14:46:11Z,0.24704861111111112,5.929166666666666,151
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-2-2_summary,5-c-2-2,5,c,2,2,448,2017-06-07T20:43:32Z,704.69,315701.12,2017-06-07T14:46:11Z,0.2481597222222222,5.9558333333333335,152
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-2-3_summary,5-c-3-2,5,c,2,3,348,2017-06-07T20:45:13Z,631,219588,2017-06-07T14:46:11Z,0.2493287037037037,5.983888888888889,153
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-2-4_summary,5-c-4-2,5,c,2,4,852,2017-06-07T20:46:49Z,673.17,573540.84,2017-06-07T14:46:11Z,0.2504398148148148,6.010555555555555,154
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-3-1_summary,5-c-1-3,5,c,3,1,289,2017-06-07T20:48:27Z,652.01,188430.88999999998,2017-06-07T14:46:11Z,0.25157407407407406,6.0377777777777775,155
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-3-2_summary,5-c-2-3,5,c,3,2,584,2017-06-07T20:50:09Z,777.25,453914,2017-06-07T14:46:11Z,0.25275462962962963,6.066111111111111,156
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-3-3_summary,5-c-3-3,5,c,3,3,1146,2017-06-07T19:15:32Z,618.54,708846.84,2017-06-07T14:46:11Z,0.18704861111111112,4.489166666666667,157
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-3-4_summary,5-c-4-3,5,c,3,4,672,2017-06-07T19:16:53Z,828.41,556691.52,2017-06-07T14:46:11Z,0.1879861111111111,4.511666666666667,158
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-4-1_summary,5-c-1-4,5,c,4,1,365,2017-06-07T19:18:10Z,738.5,269552.5,2017-06-07T14:46:11Z,0.18887731481481482,4.533055555555555,159
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-4-2_summary,5-c-2-4,5,c,4,2,1108,2017-06-07T19:19:27Z,791.27,876727.16,2017-06-07T14:46:11Z,0.18976851851851853,4.554444444444444,160
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-4-3_summary,5-c-3-4,5,c,4,3,952,2017-06-07T19:20:44Z,838.85,798585.2000000001,2017-06-07T14:46:11Z,0.19065972222222222,4.575833333333334,161
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-4-4_summary,5-c-4-4,5,c,4,4,924,2017-06-07T19:22:04Z,825.97,763196.28,2017-06-07T14:46:11Z,0.19158564814814816,4.598055555555556,162
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-5-1_summary,5-c-1-5,5,c,5,1,596,2017-06-07T19:23:26Z,779.45,464552.2,2017-06-07T14:46:11Z,0.19253472222222223,4.620833333333334,163
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-5-2_summary,5-c-2-5,5,c,5,2,729,2017-06-07T19:25:07Z,779.94,568576.26,2017-06-07T14:46:11Z,0.1937037037037037,4.648888888888889,164
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-5-3_summary,5-c-3-5,5,c,5,3,781,2017-06-07T19:26:42Z,697.61,544833.41,2017-06-07T14:46:11Z,0.19480324074074074,4.675277777777778,165
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-5-4_summary,5-c-4-5,5,c,5,4,1038,2017-06-07T19:28:23Z,656.91,681872.58,2017-06-07T14:46:11Z,0.19597222222222221,4.703333333333333,166
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-1-1_summary,5-v-1-1,5,v,1,1,915,2017-06-07T19:45:47Z,742.96,679808.4,2017-06-07T14:46:11Z,0.20805555555555555,4.993333333333333,167
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-1-2_summary,5-v-2-1,5,v,1,2,909,2017-06-07T19:47:24Z,612.18,556471.62,2017-06-07T14:46:11Z,0.20917824074074073,5.020277777777777,168
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-1-3_summary,5-v-3-1,5,v,1,3,300,2017-06-07T19:49:05Z,828.53,248559,2017-06-07T14:46:11Z,0.2103472222222222,5.048333333333333,169
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-1-4_summary,5-v-4-1,5,v,1,4,295,2017-06-07T19:50:43Z,684.23,201847.85,2017-06-07T14:46:11Z,0.2114814814814815,5.075555555555556,170
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-2-1_summary,5-v-1-2,5,v,2,1,978,2017-06-07T19:52:22Z,671.24,656472.72,2017-06-07T14:46:11Z,0.2126273148148148,5.103055555555556,171
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-2-2_summary,5-v-2-2,5,v,2,2,314,2017-06-07T19:53:46Z,513.8,161333.19999999998,2017-06-07T14:46:11Z,0.21359953703703705,5.126388888888889,172
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-2-3_summary,5-v-3-2,5,v,2,3,973,2017-06-07T19:55:13Z,613.91,597334.4299999999,2017-06-07T14:46:11Z,0.21460648148148148,5.150555555555556,173
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-2-4_summary,5-v-4-2,5,v,2,4,839,2017-06-07T19:56:52Z,661.51,555006.89,2017-06-07T14:46:11Z,0.21575231481481483,5.178055555555556,174
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-3-1_summary,5-v-1-3,5,v,3,1,717,2017-06-07T19:58:28Z,736.86,528328.62,2017-06-07T14:46:11Z,0.21686342592592592,5.204722222222222,175
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-3-2_summary,5-v-2-3,5,v,3,2,411,2017-06-07T20:00:03Z,828.37,340460.07,2017-06-07T14:46:11Z,0.21796296296296297,5.231111111111111,176
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-3-3_summary,5-v-3-3,5,v,3,3,966,2017-06-07T17:09:44Z,993.66,959875.5599999999,2017-06-07T14:46:11Z,0.0996875,2.3925,177
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-4-1_summary,5-v-1-4,5,v,4,1,1288,2017-06-07T17:13:15Z,1213.62,1563142.5599999998,2017-06-07T14:46:11Z,0.10212962962962963,2.451111111111111,178
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-4-2_summary,5-v-2-4,5,v,4,2,698,2017-06-07T17:14:52Z,726.93,507397.13999999996,2017-06-07T14:46:11Z,0.10325231481481481,2.4780555555555557,179
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-4-3_summary,5-v-3-4,5,v,4,3,1667,2017-06-07T17:16:32Z,957.33,1595869.11,2017-06-07T14:46:11Z,0.10440972222222222,2.5058333333333334,180
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-4-4_summary,5-v-4-4,5,v,4,4,322,2017-06-07T17:18:10Z,939.06,302377.32,2017-06-07T14:46:11Z,0.10554398148148147,2.5330555555555554,181
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-5-1_summary,5-v-1-5,5,v,5,1,699,2017-06-07T17:21:02Z,931.76,651300.24,2017-06-07T14:46:11Z,0.10753472222222223,2.5808333333333335,182
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-5-2_summary,5-v-2-5,5,v,5,2,861,2017-06-07T17:22:27Z,827.96,712873.56,2017-06-07T14:46:11Z,0.10851851851851851,2.6044444444444443,183
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-5-3_summary,5-v-3-5,5,v,5,3,592,2017-06-07T17:23:45Z,805.58,476903.36000000004,2017-06-07T14:46:11Z,0.1094212962962963,2.6261111111111113,184
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-5-4_summary,5-v-4-5,5,v,5,4,972,2017-06-07T17:25:10Z,934.44,908275.68,2017-06-07T14:46:11Z,0.1104050925925926,2.649722222222222,185
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/summary_export_10c-4-1_copy,10-c-1-4,10,c,4,1,377,2017-06-07T16:25:54Z,1066.01,401885.77,2017-06-07T14:46:11Z,0.06924768518518519,1.6619444444444444,186
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/summary_export_10c-5-2_copy,10-c-2-5,10,c,5,2,699,2017-06-07T16:37:09Z,1097.54,767180.46,2017-06-07T14:46:11Z,0.07706018518518519,1.8494444444444444,187
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/summary_export_10c-5-4_copy,10-c-4-5,10,c,5,4,913,2017-06-07T16:41:00Z,1388.77,1267947.01,2017-06-07T14:46:11Z,0.0797337962962963,1.9136111111111112,188
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/summary_export_10v-2-3_copy,10-v-3-2,10,v,2,3,676,2017-06-07T17:52:52Z,784.03,530004.28,2017-06-07T14:46:11Z,0.12964120370370372,3.111388888888889,189
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/summary_export_16c-2-3_copy,16-c-3-2,16,c,2,3,428,2017-06-07T15:16:28Z,887.88,380012.64,2017-06-07T14:46:11Z,0.021030092592592593,0.5047222222222222,190
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/summary_export_20c-3-3_copy,20-c-3-3,20,c,3,3,1291,2017-06-07T15:39:44Z,898.57,1160053.87,2017-06-07T14:46:11Z,0.0371875,0.8925,191
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/summary_export_20v-1-4_copy,20-v-4-1,20,v,1,4,148,2017-06-07T20:56:46Z,628.59,93031.32,2017-06-07T14:46:11Z,0.25734953703703706,6.176388888888889,192
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/summary_export_24c-3-2_copy,24-c-2-3,24,c,3,2,388,2017-06-07T17:42:59Z,973.18,377593.83999999997,2017-06-07T14:46:11Z,0.12277777777777778,2.9466666666666668,193
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/summary_export_24c-4-4_copy,24-c-4-4,24,c,4,4,353,2017-06-07T19:06:29Z,581.07,205117.71000000002,2017-06-07T14:46:11Z,0.1807638888888889,4.338333333333333,194
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/summary_export_27c-2-1_copy,27-c-1-2,27,c,2,1,659,2017-06-07T18:08:02Z,1184.42,780532.78,2017-06-07T14:46:11Z,0.14017361111111112,3.3641666666666667,195
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/summary_export_27v-1-1_copy,27-v-1-1,27,v,1,1,465,2017-06-07T16:43:51Z,1380.8,642072,2017-06-07T14:46:11Z,0.08171296296296296,1.961111111111111,196
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/summary_export_27v-1-4_copy,27-v-4-1,27,v,1,4,541,2017-06-07T16:55:21Z,1253.14,677948.7400000001,2017-06-07T14:46:11Z,0.08969907407407407,2.1527777777777777,197
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/summary_export_27v-3-1_copy,27-v-1-3,27,v,3,1,1288,2017-06-07T17:05:33Z,1416.79,1824825.52,2017-06-07T14:46:11Z,0.09678240740740741,2.3227777777777776,198
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/summary_export_27v-3-2_copy,27-v-2-3,27,v,3,2,753,2017-06-07T17:07:29Z,1532.98,1154333.94,2017-06-07T14:46:11Z,0.098125,2.355,199
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/summary_export_5v-3-4_copy,5-v-4-3,5,v,3,4,753,2017-06-07T17:11:19Z,1154.42,869278.26,2017-06-07T14:46:11Z,0.10078703703703704,2.418888888888889,200
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/10c-1-1_summary,10-c-1-1,10,c,1,1,656,2017-06-08T17:10:01Z,1193.78,783119.6799999999,2017-06-07T14:46:11Z,1.0998842592592593,26.397222222222222,201
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/16c-1-1_summary,16-c-1-1,16,c,1,1,680,2017-06-08T16:57:33Z,1206.93,820712.4,2017-06-07T14:46:11Z,1.0912268518518518,26.189444444444444,202
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/16c-1-2_summary,16-c-2-1,16,c,1,2,444,2017-06-08T16:59:11Z,1166.25,517815,2017-06-07T14:46:11Z,1.0923611111111111,26.216666666666665,203
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/20c-1-1_summary,20-c-1-1,20,c,1,1,1294,2017-06-08T16:46:36Z,1184.2,1532354.8,2017-06-07T14:46:11Z,1.0836226851851851,26.006944444444443,204
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/20c-1-4_summary,20-c-4-1,20,c,1,4,1294,2017-06-08T16:52:26Z,1073.7,1389367.8,2017-06-07T14:46:11Z,1.0876736111111112,26.104166666666668,205
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/20v-1-2_summary,20-v-2-1,20,v,1,2,1040,2017-06-08T16:38:13Z,1101.09,1145133.5999999999,2017-06-07T14:46:11Z,1.077800925925926,25.86722222222222,206
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/20v-1-4_summary,20-v-4-1,20,v,1,4,796,2017-06-08T16:43:09Z,1297.67,1032945.3200000001,2017-06-07T14:46:11Z,1.0812268518518517,25.949444444444445,207
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/24c-1-1_summary,24-c-1-1,24,c,1,1,2481,2017-06-08T16:15:15Z,1195.3,2965539.3,2017-06-07T14:46:11Z,1.0618518518518518,25.484444444444446,208
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/24c-1-2_summary,24-c-2-1,24,c,1,2,2335,2017-06-08T16:17:04Z,1208.53,2821917.55,2017-06-07T14:46:11Z,1.0631134259259258,25.514722222222222,209
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/27c-1-1_summary,27-c-1-1,27,c,1,1,1909,2017-06-08T15:53:48Z,1154.15,2203272.35,2017-06-07T14:46:11Z,1.0469560185185185,25.126944444444444,210
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/27c-1-2_summary,27-c-2-1,27,c,1,2,3102,2017-06-08T15:55:46Z,1135.1,3521080.1999999997,2017-06-07T14:46:11Z,1.0483217592592593,25.15972222222222,211
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/27c-1-3_summary,27-c-3-1,27,c,1,3,1704,2017-06-08T15:57:47Z,1080.41,1841018.6400000001,2017-06-07T14:46:11Z,1.0497222222222222,25.19333333333333,212
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/27c-1-4_summary,27-c-4-1,27,c,1,4,2151,2017-06-08T15:59:45Z,1327.69,2855861.19,2017-06-07T14:46:11Z,1.051087962962963,25.226111111111113,213
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/27v-1-3_summary,27-v-3-1,27,v,1,3,1153,2017-06-08T16:09:03Z,1296.76,1495164.28,2017-06-07T14:46:11Z,1.0575462962962963,25.38111111111111,214
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/5c-1-3_summary,5-c-3-1,5,c,1,3,325,2017-06-08T17:41:42Z,991.29,322169.25,2017-06-07T14:46:11Z,1.121886574074074,26.92527777777778,215
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/5c-1-4_summary,5-c-4-1,5,c,1,4,496,2017-06-08T17:43:38Z,791.88,392772.48,2017-06-07T14:46:11Z,1.1232291666666667,26.9575,216
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/5v-1-1_summary,5-v-1-1,5,v,1,1,243,2017-06-08T17:48:49Z,882.73,214503.39,2017-06-07T14:46:11Z,1.1268287037037037,27.04388888888889,217
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/5v-1-2_summary,5-v-2-1,5,v,1,2,538,2017-06-08T17:50:26Z,806,433628,2017-06-07T14:46:11Z,1.1279513888888888,27.070833333333333,218
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/5v-1-3_summary,5-v-3-1,5,v,1,3,386,2017-06-08T17:52:08Z,702.36,271110.96,2017-06-07T14:46:11Z,1.1291319444444445,27.099166666666665,219
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/summary_export_10c-1-2_copy,10-c-2-1,10,c,1,2,523,2017-06-08T17:11:44Z,1064.59,556780.57,2017-06-07T14:46:11Z,1.1010763888888888,26.425833333333333,220
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/summary_export_10c-1-3_copy,10-c-3-1,10,c,1,3,740,2017-06-08T17:14:01Z,1285.76,951462.4,2017-06-07T14:46:11Z,1.102662037037037,26.46388888888889,221
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/summary_export_10c-1-4_copy,10-c-4-1,10,c,1,4,337,2017-06-08T17:17:14Z,921.45,310528.65,2017-06-07T14:46:11Z,1.1048958333333334,26.5175,222
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/summary_export_10v-1-1_copy,10-v-1-1,10,v,1,1,575,2017-06-08T17:19:48Z,925.25,532018.75,2017-06-07T14:46:11Z,1.1066782407407407,26.560277777777777,223
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/summary_export_10v-1-2_copy,10-v-2-1,10,v,1,2,237,2017-06-08T17:22:15Z,1247.2,295586.4,2017-06-07T14:46:11Z,1.1083796296296295,26.601111111111113,224
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/summary_export_10v-1-3_copy,10-v-3-1,10,v,1,3,808,2017-06-08T17:24:25Z,1017.52,822156.16,2017-06-07T14:46:11Z,1.1098842592592593,26.63722222222222,225
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/summary_export_10v-1-4_copy,10-v-4-1,10,v,1,4,465,2017-06-08T17:26:26Z,1039.33,483288.44999999995,2017-06-07T14:46:11Z,1.1112847222222222,26.670833333333334,226
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/summary_export_16c-1-3_copy,16-c-3-1,16,c,1,3,951,2017-06-08T17:00:52Z,1368.02,1300987.02,2017-06-07T14:46:11Z,1.0935300925925926,26.244722222222222,227
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/summary_export_16c-1-4_copy,16-c-4-1,16,c,1,4,1284,2017-06-08T17:02:58Z,1366.32,1754354.88,2017-06-07T14:46:11Z,1.094988425925926,26.279722222222222,228
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/summary_export_20c-1-2_copy,20-c-2-1,20,c,1,2,988,2017-06-08T16:48:25Z,1256.19,1241115.72,2017-06-07T14:46:11Z,1.0848842592592594,26.037222222222223,229
